Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MD,500,8.8
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CT,304,8.8
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MA,598,8.8
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,RI,96,8.8
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MD,477,8.8
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,OR,400,8.9
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,FL,1888,8.9
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,OR,452,8.9
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,OR,387,8.9
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,CO,428,8.9
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,FL,1846,8.9
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,CO,491,8.9
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MA,642,8.9
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,RI,101,8.9
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,FL,2259,8.9
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,FL,2676,8.9
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,HI,116,8.9
2002,Alzheimer's disease (G30),Alzheimer's disease,NY,1803,8.9
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MN,440,8.9
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MD,491,8.9
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,RI,111,9
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,CO,450,9
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,DC,57,9
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NH,106,9
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IL,1178,9
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MN,437,9
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,OR,453,9
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MD,474,9
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,HI,120,9
2003,Alzheimer's disease (G30),Alzheimer's disease,NY,1866,9
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MD,518,9
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,UT,135,9.1
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,SD,89,9.1
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,OR,331,9.1
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,HI,123,9.1
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IL,1177,9.1
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,RI,96,9.1
2007,Alzheimer's disease (G30),Alzheimer's disease,NY,1999,9.1
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CA,3206,9.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,OR,450,9.1
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,DE,74,9.1
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CA,2969,9.1
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,VT,56,9.2
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,WY,43,9.2
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,HI,113,9.2
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,OR,417,9.2
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MD,569,9.2
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IL,1139,9.2
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IL,1145,9.2
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MD,558,9.2
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NM,152,9.3
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,FL,2808,9.3
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,AZ,565,9.3
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MT,121,9.3
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NY,2207,9.3
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,WY,45,9.3
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NY,2245,9.3
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IL,1226,9.3
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,FL,2453,9.3
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CA,3334,9.3
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,OH,1074,9.3
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MD,551,9.3
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IL,1198,9.3
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,VT,74,9.3
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NE,170,9.3
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,VT,77,9.3
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,RI,118,9.4
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MD,586,9.4
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,RI,135,9.4
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NH,161,9.4
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,OR,397,9.4
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,ID,130,9.4
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,WY,56,9.4
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,ID,134,9.4
1999,Alzheimer's disease (G30),Alzheimer's disease,HI,109,9.4
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,FL,2300,9.4
2006,Alzheimer's disease (G30),Alzheimer's disease,NY,2021,9.4
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,FL,2246,9.4
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,WA,729,9.4
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CT,353,9.4
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NE,220,9.5
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,CO,450,9.5
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,AK,44,9.5
2004,Alzheimer's disease (G30),Alzheimer's disease,NY,1989,9.5
1999,Alzheimer's disease (G30),Alzheimer's disease,DC,53,9.5
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,FL,2662,9.5
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,HI,120,9.5
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,AZ,683,9.5
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MD,583,9.5
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,RI,105,9.5
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,OH,1088,9.5
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,HI,133,9.5
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,AZ,775,9.5
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NE,166,9.5
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,HI,123,9.6
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,CO,426,9.6
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MT,92,9.6
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,CO,533,9.6
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,CO,312,9.6
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CA,3077,9.6
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,FL,2719,9.6
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CA,3228,9.6
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MN,480,9.6
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,ID,154,9.7
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MT,125,9.7
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MN,639,9.7
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NY,2285,9.7
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NE,214,9.7
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NY,2197,9.7
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,RI,135,9.7
2005,Alzheimer's disease (G30),Alzheimer's disease,NY,2065,9.7
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,OH,1102,9.7
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,MN,595,9.7
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CA,3368,9.7
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,DE,83,9.7
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,HI,133,9.7
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MT,110,9.8
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NY,2240,9.8
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,RI,142,9.8
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NE,217,9.8
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NY,2385,9.8
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MN,497,9.8
2001,Alzheimer's disease (G30),Alzheimer's disease,HI,122,9.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,MN,638,9.8
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MD,606,9.8
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CT,370,9.8
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CT,379,9.8
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IA,289,9.8
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MN,497,9.8
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IL,1292,9.8
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,DC,65,9.9
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,RI,123,9.9
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,WY,45,9.9
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MT,101,9.9
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,RI,141,9.9
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,SD,92,9.9
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,RI,131,9.9
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CA,3397,9.9
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MI,974,9.9
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MI,974,9.9
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CT,368,9.9
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,VT,81,9.9
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IL,1321,9.9
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CT,384,9.9
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,FL,2410,9.9
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CA,3602,9.9
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,WA,728,9.9
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,RI,110,9.9
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NH,133,9.9
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,VT,70,9.9
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,AK,53,10
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NE,222,10
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,VT,62,10
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,FL,2252,10
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,DC,60,10
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,AK,50,10
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,WY,66,10
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,WA,815,10
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,OH,1176,10
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,AZ,779,10
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,ME,137,10
2000,Alzheimer's disease (G30),Alzheimer's disease,HI,118,10
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,VT,85,10
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,AK,52,10
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,AZ,690,10
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CA,3893,10
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,AK,45,10.1
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,SD,102,10.1
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,FL,2172,10.1
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,AK,49,10.1
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NM,162,10.1
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CT,397,10.1
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,WA,734,10.1
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NE,181,10.1
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,RI,113,10.1
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,WA,768,10.1
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,FL,2265,10.2
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NH,161,10.2
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,TN,565,10.2
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,OR,426,10.2
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,FL,2201,10.2
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NH,167,10.2
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MN,653,10.2
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,FL,3144,10.2
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,PA,1276,10.2
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,TX,2053,10.2
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MN,524,10.2
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IA,304,10.2
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CA,3823,10.2
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NE,176,10.2
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MI,1029,10.2
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,HI,131,10.2
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,TX,2005,10.2
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,VT,74,10.2
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CA,4025,10.2
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,HI,136,10.3
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,ID,190,10.3
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,UT,177,10.3
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NM,172,10.3
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,CO,447,10.3
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MT,130,10.3
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MT,109,10.3
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MT,108,10.3
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,TX,1669,10.3
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CA,3913,10.3
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,GA,923,10.3
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,DE,91,10.3
2008,Alzheimer's disease (G30),Alzheimer's disease,NY,2303,10.3
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,VT,63,10.3
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IL,1363,10.3
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CA,4167,10.3
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,MN,618,10.3
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,PA,1284,10.3
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NH,132,10.3
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CA,3775,10.3
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,TX,2347,10.3
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NH,131,10.3
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IA,305,10.3
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,LA,461,10.3
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,TN,586,10.4
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,RI,149,10.4
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,DC,57,10.4
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MN,676,10.4
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,AZ,563,10.4
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,AZ,885,10.4
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,AZ,776,10.4
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,DE,82,10.4
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,MN,603,10.4
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,USA,29350,10.4
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CA,3996,10.4
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NE,193,10.4
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,OR,496,10.4
2013,Alzheimer's disease (G30),Alzheimer's disease,NY,2556,10.4
2011,Alzheimer's disease (G30),Alzheimer's disease,HI,197,10.4
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,IN,628,10.4
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,ND,68,10.4
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,GA,981,10.4
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,AK,38,10.5
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,FL,2416,10.5
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,ND,85,10.5
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,AZ,608,10.5
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,CA,4294,10.5
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,NV,316,10.5
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,MT,105,10.5
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,HI,150,10.5
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,NE,177,10.5
2009,Alzheimer's disease (G30),Alzheimer's disease,NY,2396,10.5
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,USA,29199,10.5
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MN,547,10.5
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MI,1051,10.5
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,TX,2433,10.5
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,MS,294,10.5
